id,dc.degree.name,Field,Department,College,dc.degree.discipline,dc.identifier.uri,dc.date.copyright,,,Comment
49834,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/44049,8/8/74,,1974,
50182,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/44516,9/4/74,,1974,
50177,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/44514,3/13/75,,1975,
48915,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43238,6/25/76,,1976,
49288,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43664,6/25/76,,1976,
49435,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43604,6/10/76,,1976,
49024,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43364,7/22/76,,1976,
49149,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43446,12/15/76,,1976,
49192,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43787,5/5/77,,1977,
48753,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43144,6/16/77,,1977,
48815,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43153,6/10/77,,1977,
48331,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/42870,7/24/78,,1978,
48505,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/42976,12/6/78,,1978,
49650,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43858,10/20/78,,1978,
48746,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43125,8/24/79,,1979,
49542,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43905,10/5/79,,1979,
48223,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42784,6/26/79,,1979,
48739,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/43128,9/26/79,,1979,
47630,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/42362,8/21/80,,1980,
47940,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42572,12/18/80,,1980,
47882,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42215,8/15/80,,1980,
47616,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42182,6/9/81,,1981,
47454,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/41712,7/9/81,,1981,
47670,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42077,5/12/81,,1981,
47651,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42067,5/27/81,,1981,
47867,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42398,6/30/81,,1981,
47536,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42044,8/17/81,,1981,
47895,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42569,8/17/81,,1981,
47629,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/41892,11/30/81,,1981,
47900,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42582,1/28/82,,1982,
47293,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42030,6/1/82,,1982,
47820,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42147,4/20/82,,1982,
46942,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/41527,3/31/83,,1983,
47158,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/42018,1/20/83,,1983,
46809,Doctor of Philosophy (Ph. D.),,Industrial Engineering,,,http://hdl.handle.net/1957/41257,4/20/83,,1983,
45967,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42345,10/9/85,,1985,
45983,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/42343,4/24/86,,1986,
45766,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/41133,6/2/86,,1986,
44846,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/41126,6/9/87,,1987,
44548,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/41276,2/16/89,,1989,
44521,Master of Science (M.S.),,Industrial Engineering,,,http://hdl.handle.net/1957/41130,4/27/89,,1989,
48764,Master of Science (M.S.),,Industrial Engineering.,,,http://hdl.handle.net/1957/43109,6/9/77,,1977,
52412,Master of Science (M.S.),,Institution Management,,,http://hdl.handle.net/1957/46559,2/7/69,,1969,
52147,Master of Science (M.S.),,Institution Management,,,http://hdl.handle.net/1957/46308,5/5/70,,1970,
51175,Master of Science (M.S.),,Institution Management,,,http://hdl.handle.net/1957/45318,8/5/71,,1971,
50925,Master of Science (M.S.),,Institution Management,,,http://hdl.handle.net/1957/45099,9/14/73,,1973,
50316,Master of Science (M.S.),,Institution Management,,,http://hdl.handle.net/1957/44652,8/2/74,,1974,
58206,Master of Science (M.S.),,Institutional Economics,,,http://hdl.handle.net/1957/51954,,,1941,
50637,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/45031,1/31/73,,1973,
50496,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44658,8/22/74,,1974,
50497,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44659,5/2/75,,1975,
49922,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44128,5/6/75,,1975,
50188,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44330,5/6/75,,1975,
49511,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44396,8/18/75,,1975,
49307,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44467,12/17/75,,1975,
50051,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44303,5/7/76,,1976,
49152,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43441,7/28/76,,1976,
50045,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44337,3/29/76,,1976,
49199,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44672,8/4/76,,1976,
49201,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43445,12/16/76,,1976,
48847,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43189,6/9/77,,1977,
49734,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/44689,8/8/77,,1977,
48970,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43217,8/11/77,,1977,
49008,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43559,8/12/77,,1977,
49070,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43598,4/27/78,,1978,
48828,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43172,5/1/78,,1978,
48665,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43013,6/8/78,,1978,
48894,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43229,5/2/78,,1978,
49077,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43554,9/11/78,,1978,
49521,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43868,3/9/79,,1979,
48773,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43094,9/27/79,,1979,
48663,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43047,4/9/79,,1979,
48763,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/43095,7/25/79,,1979,
48169,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42963,10/15/79,,1979,
48298,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42782,5/15/80,,1980,
48181,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42513,8/6/80,,1980,
48509,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42960,3/10/80,,1980,
47906,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42966,5/30/80,,1980,
47951,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42965,6/4/80,,1980,
47884,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42213,2/27/81,,1981,
48034,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42866,3/17/81,,1981,
47635,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42742,8/6/81,,1981,
47535,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41895,12/4/81,,1981,
48079,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42842,5/7/81,,1981,
47880,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42366,7/15/81,,1981,
47652,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41894,8/12/81,,1981,
47461,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41761,9/29/81,,1981,
47898,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42864,4/16/82,,1982,
47462,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41762,4/27/82,,1982,
47538,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41869,4/28/82,,1982,
47654,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41964,4/30/82,,1982,
47525,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41865,7/14/82,,1982,
47408,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41767,10/1/82,,1982,
47523,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41867,12/10/82,,1982,
47865,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42790,4/30/82,,1982,
47235,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41776,7/30/82,,1982,
47343,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41772,10/4/82,,1982,
47355,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41771,5/2/83,,1983,
46994,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41419,8/12/83,,1983,
47048,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41458,10/27/83,,1983,
46771,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41466,12/8/83,,1983,
47516,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41868,3/8/83,,1983,
47434,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41765,4/29/83,,1983,
46553,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41207,4/26/84,,1984,
46776,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41775,4/6/84,,1984,
46167,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41210,4/26/84,,1984,
46211,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41209,5/2/85,,1985,
45598,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41208,12/12/86,,1986,
45998,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42288,12/16/86,,1986,
45626,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/42302,3/13/87,,1987,
45764,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41774,4/16/87,,1987,
45161,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41204,4/18/88,,1988,
46943,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41205,2/1/89,,1989,
44947,Master of Arts,,Interdisciplinary Studies (M.A.I.S.),,,http://hdl.handle.net/1957/41206,5/5/89,,1989,
24067,Master of Science (M.S.),,Marine Resource Management,,,http://hdl.handle.net/1957/20247,12/10/04,,2004,
50046,Master of Arts (M.A.),,Mathematical models,,,http://hdl.handle.net/1957/44424,12/23/75,,1975,
48867,Doctor of Philosophy (Ph. D.),,Mathematical models,,,http://hdl.handle.net/1957/43433,3/26/79,,1979,
46774,Master of Science (M.S.),,Mathematical models,,,http://hdl.handle.net/1957/41161,12/12/83,,1983,
58121,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/51886,,,1939,
58169,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/51936,,,1940,
59772,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/53444,,,1944,
59780,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/53453,,,1947,
59858,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/53529,,,1947,
59748,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/53542,,,1948,
59797,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/53438,,,1948,
59302,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/53253,,,1949,
56762,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50511,,,1961,
55924,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/49882,8/9/61,,1961,
55849,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49598,5/15/61,,1961,
56697,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50515,5/15/61,,1961,
56669,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50478,5/10/61,,1961,
56228,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50082,6/24/61,,1961,
56242,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50066,6/30/61,,1961,
56432,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/50241,4/17/62,,1962,
55189,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/50368,8/3/62,,1962,
55292,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49017,4/10/62,,1962,
55994,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49878,5/10/62,,1962,
55675,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49436,5/18/62,,1962,
55055,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48803,8/8/62,,1962,
55622,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/49352,2/9/62,,1962,
55920,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/49729,4/20/62,,1962,
56051,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49885,1/19/62,,1962,
56032,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49872,1/22/62,,1962,
55301,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50393,2/8/62,,1962,
56351,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50194,5/16/62,,1962,
55087,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49060,7/18/62,,1962,
55061,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49061,11/8/62,,1962,
54812,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/48833,9/6/63,,1963,
55191,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49210,5/8/63,,1963,
54482,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48472,6/5/63,,1963,
54709,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48642,6/7/63,,1963,
55185,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/49161,5/2/63,,1963,
54935,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/48754,5/14/63,,1963,
55016,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48968,2/13/63,,1963,
54984,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48817,4/8/63,,1963,
54768,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48819,8/5/63,,1963,
54074,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/48086,9/4/64,,1964,
54151,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48134,8/7/64,,1964,
54124,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48099,8/14/64,,1964,
54136,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48061,8/14/64,,1964,
54170,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48436,10/8/64,,1964,
54733,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48621,3/16/64,,1964,
54821,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48951,3/31/64,,1964,
54910,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48922,5/5/64,,1964,
54749,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48705,5/14/64,,1964,
54118,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48359,8/13/64,,1964,
53434,Doctor of Philosophy (Ph. D.),,Mathematics,,,http://hdl.handle.net/1957/47523,8/26/65,,1965,
53867,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47866,4/29/65,,1965,
54078,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/48091,5/4/65,,1965,
54152,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48133,4/5/65,,1965,
54197,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48145,5/15/65,,1965,
53784,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47792,7/16/65,,1965,
53755,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47644,7/27/65,,1965,
53782,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47793,8/11/65,,1965,
53799,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47950,12/2/65,,1965,
55303,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/49503,12/14/65,,1965,
54510,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/48564,1/7/65,,1965,
54605,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48582,2/11/65,,1965,
54084,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48090,3/4/65,,1965,
54548,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48597,4/22/65,,1965,
54647,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48631,4/23/65,,1965,
54171,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48370,5/6/65,,1965,
54023,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47994,5/14/65,,1965,
53795,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47801,6/3/65,,1965,
53862,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47847,8/9/65,,1965,
53861,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47848,8/13/65,,1965,
53903,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47927,11/5/65,,1965,
53855,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47910,4/26/66,,1966,
53949,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47955,5/13/66,,1966,
53193,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47286,6/23/66,,1966,
53737,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47645,8/10/66,,1966,
53628,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47802,1/11/66,,1966,
53510,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47733,4/21/66,,1966,
53938,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47945,5/12/66,,1966,
53054,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47153,7/18/66,,1966,
53151,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47158,7/26/66,,1966,
53332,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47389,8/9/66,,1966,
53950,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47954,2/10/66,,1966,
53874,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47865,5/3/66,,1966,
53996,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/48024,5/12/66,,1966,
53806,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47790,5/13/66,,1966,
53327,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47346,7/18/66,,1966,
53199,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47249,7/20/66,,1966,
53277,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47248,7/27/66,,1966,
56245,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/50248,8/4/66,,1966,
53211,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47250,8/10/66,,1966,
53375,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47390,8/11/66,,1966,
53058,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47157,8/12/66,,1966,
53690,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47652,9/2/66,,1966,
53735,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47647,9/6/66,,1966,
53219,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47395,3/13/67,,1967,
53099,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47152,11/30/67,,1967,
53769,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47772,5/13/67,,1967,
53077,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47155,8/31/67,,1967,
53011,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47159,12/7/67,,1967,
53321,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47347,5/5/67,,1967,
53310,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47349,5/4/67,,1967,
52706,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46742,7/31/67,,1967,
52671,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46663,8/8/67,,1967,
52702,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46741,8/10/67,,1967,
53032,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/47154,4/15/68,,1968,
52323,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/46439,10/10/68,,1968,
53294,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47344,5/2/68,,1968,
53086,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47156,5/8/68,,1968,
52473,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46545,12/6/68,,1968,
53343,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47396,4/26/68,,1968,
53296,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47343,4/29/68,,1968,
52431,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46465,8/1/68,,1968,
52270,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46380,8/2/68,,1968,
52424,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46744,8/22/68,,1968,
53247,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/47348,10/16/68,,1968,
52531,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46575,12/5/68,,1968,
52097,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/46254,12/17/69,,1969,
52202,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46317,4/25/69,,1969,
52300,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46393,5/1/69,,1969,
52146,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/46324,7/29/69,,1969,
52206,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46318,1/3/69,,1969,
52325,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46440,4/10/69,,1969,
52294,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46438,5/4/69,,1969,
52359,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46464,5/9/69,,1969,
52178,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46319,7/17/69,,1969,
51705,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46031,3/5/70,,1970,
51374,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45401,11/19/70,,1970,
51442,Master of Arts (M.A.),,Mathematics,,,http://hdl.handle.net/1957/45400,9/2/70,,1970,
51466,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45406,6/25/70,,1970,
51695,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46151,3/8/71,,1971,
51428,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45398,5/5/71,,1971,
51380,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45399,6/22/71,,1971,
51731,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45989,7/20/71,,1971,
51424,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45396,1/25/71,,1971,
51506,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/46030,4/12/71,,1971,
51257,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45402,4/28/71,,1971,
51418,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45395,5/7/71,,1971,
51213,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45397,10/15/71,,1971,
51106,Master of Science (M.S.),,Mathematics,,,http://hdl.handle.net/1957/45551,10/28/71,,1971,
